One “master” query: tables + columns + PK + FK + data types + defaults,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SchemaName,TableName,ColumnOrder,ColumnName,DataType,IsNullable,IsIdentity,IsComputed,DefaultDefinition,PrimaryKeyOrdinal,FK_Name,RefSchema,RefTable,RefColumn,ColumnDescription
dbo,COMPANY_INFORMATION,59,COIN_GL_PETTY_CASH_NUMBER,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,60,COIN_GL_PETTY_CASH_DESC,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,61,COIN_GL_OVER_SHORT_NUMBER,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,62,COIN_GL_OVER_SHORT_DESC,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,63,COIN_PAST_DUE_DAYS,smallint,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,64,COIN_PAST_DUE_DAYS_PERCENT,real,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,65,COIN_AR_PERCENT,real,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,66,COIN_TOTAL_PERCENT,real,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,67,COIN_PROD_CLASS_CARPET,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,68,COIN_PROD_CLASS_PAD,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,69,COIN_PROD_CLASS_VINYL,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,70,COIN_PROD_CLASS_TILE,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,71,COIN_PROD_CLASS_WOOD,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,72,COIN_PROD_CLASS_LABOR_CARPET,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,73,COIN_PROD_CLASS_LABOR_VINYL,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,74,COIN_PROD_CLASS_LABOR_TILE,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,75,COIN_PROD_CLASS_LABOR_WOOD,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,76,COIN_COMPANY_ID,int,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,77,COIN_LICENSE_INFORMATION,varchar(100),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,78,COIN_GL_GST_NUMBER,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,79,COIN_GL_GST_DESCRIPTION,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,80,Id,uniqueidentifier,0,0,0,(newid()),NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,81,TimeStamp,timestamp,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,82,COIN_COMPANY_LOGO_FILE,varchar(150),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,83,COIN_GL_FI_SERVICE_CHARGE_NUMBER,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,84,COIN_GL_FI_SERVICE_CHARGE_DESC,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,85,COIN_CARPET_REPORT_HEADER,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,86,COIN_VINYL_REPORT_HEADER,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,87,COIN_TILE_REPORT_HEADER,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,88,COIN_WOOD_REPORT_HEADER,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,89,coin_maintain_slab_inventory_uom,char(3),0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,90,COIN_GL_AP_GST_ACCOUNT,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,91,COIN_GL_AP_GST_DESC,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,92,coin_advanced_billing_account,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,93,coin_prepaid_labor_account,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,94,COIN_RollCutType,varchar(1),0,0,0,('P'),NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,95,COIN_UseAccuCut,bit,1,0,0,((0)),NULL,NULL,NULL,NULL,NULL,NULL
dbo,COMPANY_INFORMATION,96,COIN_Background_Image_File,varchar(1024),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintAreas,1,Id,smallint,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintAreas,2,Description,nvarchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintAreaSelected,1,Id,int,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintAreaSelected,2,Complaint_id,int,1,0,0,NULL,NULL,FK_ComplaintAreaSelected_ComplaintHeader,dbo,ComplaintHeader,ID,NULL
dbo,ComplaintAreaSelected,3,ComplaintArea_id,smallint,1,0,0,NULL,NULL,FK_ComplaintAreaSelected_ComplaintAreas,dbo,ComplaintAreas,Id,NULL
dbo,ComplaintDetail,1,Id,int,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintDetail,2,ComplaintHeader_Id,int,1,0,0,NULL,NULL,FK_ComplaintDetail_ComplaintHeader,dbo,ComplaintHeader,ID,NULL
dbo,ComplaintDetail,11,PurchaseOrderNumber,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintDetail,12,BillofLanding,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintDetail,13,VendorInvoice,varchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintDetail,14,Selected,bit,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintDetail,17,Vendor_id,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintDetail,18,SalesDetail_id,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,1,ID,int,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,2,COMPANY_ID,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,3,WHSMAS_ID,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,4,Employee_Id,int,1,0,0,NULL,NULL,FK_ComplaintHeader_Employees,dbo,Employees,Id,NULL
dbo,ComplaintHeader,5,COMPLAINT_NUMBER,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,6,SALESMAN_ID,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,7,SALES_ORDER_ID,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,8,CUSTOMER_ID,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,9,SOLD_TO_NAME,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,10,SOLD_TO_ADDRESS_1,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,11,SOLD_TO_ADDRESS_2,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,12,SOLD_TO_ADDRESS_3,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,13,SOLD_TO_CITY,varchar(20),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,14,SOLD_TO_STATE,varchar(2),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,15,SOLD_TO_ZIP,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,16,SOLD_TO_PHONE,varchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,17,SOLD_TO_PHONE2,varchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,18,SOLD_TO_MOBILE_NUMBER,varchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,19,SHIP_TO_NAME,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,20,SHIP_TO_ADDRESS_1,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,21,SHIP_TO_ADDRESS_2,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,22,SHIP_TO_ADDRESS_3,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,23,SHIP_TO_CITY,varchar(20),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,24,SHIP_TO_STATE,varchar(2),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,25,SHIP_TO_ZIP,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,26,BILLTO_CUMMAS_ID,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,27,BILLTO_CUSTOMER_NUMBER,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,28,BILLTO_NAME,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,29,BILLTO_ADDRESS_1,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,30,BILLTO_ADDRESS_2,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,31,BILLTO_ADDRESS_3,varchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,32,BILLTO_CITY,varchar(20),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,33,BILLTO_STATE,varchar(2),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,34,BILLTO_ZIP,varchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,35,DIRECTIONJOBSITE,text,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,36,DESCRIPTIONPROBLEM,text,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,37,DateCreated,smalldatetime,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintHeader,38,Status,smallint,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintInspection,1,Id,int,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintInspection,2,ComplaintHeader_id,int,1,0,0,NULL,NULL,FK_ComplaintInspection_ComplaintHeader,dbo,ComplaintHeader,ID,NULL
dbo,ComplaintInspection,3,Technician_id,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintInspection,4,InspectionDate,smalldatetime,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintInspection,5,Notes,varchar(4000),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintInspection,6,ResultofInspection,smallint,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintRelated,1,Id,smallint,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintRelated,2,Description,nvarchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintRelateSelected,1,Id,int,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ComplaintRelateSelected,2,Complaint_id,int,1,0,0,NULL,NULL,FK_ComplaintRelateSelected_ComplaintHeader,dbo,ComplaintHeader,ID,NULL
dbo,ComplaintRelateSelected,3,ComplaintRelated_id,smallint,1,0,0,NULL,NULL,FK_ComplaintRelateSelected_ComplaintRelated,dbo,ComplaintRelated,Id,NULL
dbo,Complex,1,Id,int,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,Complex,2,Customer_id,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,3,ApartmentManagement_id,int,1,0,0,NULL,NULL,FK_Building_ApartmentManagement,dbo,ApartmentManagement,Id,NULL
dbo,Complex,4,AddressDescription,nvarchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,5,City,nvarchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,6,State,nvarchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,7,Zip,nvarchar(10),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,8,ComplexName,nvarchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,9,Comment,nvarchar(200),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,10,timeStamp,timestamp,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,11,numberofunits,int,1,0,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,12,taxable_flag,bit,1,0,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,13,taxmas_id,int,1,0,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,14,tax_exempt_number,bigint,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,15,tax_exempt_expiration_date,datetime,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Complex,16,INACTIVE_FLAG,bit,1,0,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CompUFloor_Install_Log,1,IdentityYN,bigint,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CompUFloor_Install_Log,2,VersionNumber,varchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CompUFloor_Install_Log,3,dateinstalled,datetime,1,0,0,(getdate()),NULL,NULL,NULL,NULL,NULL,NULL
dbo,CompuFloorLog,1,Id,int,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,CompuFloorLog,2,LogDate,smalldatetime,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CompuFloorLog,3,Program,varchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CompuFloorLog,4,Line,varchar(1000),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ConceptPriority,1,Id,smallint,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ConceptPriority,2,Code,smallint,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ConceptPriority,3,TimeStamp,timestamp,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ConceptProcess,1,Id,smallint,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ConceptProcess,2,Process,nvarchar(20),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Concepts,1,Id,smallint,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,Concepts,2,Code,nvarchar(3),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Concepts,3,Description,nvarchar(30),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Concepts,4,ConceptType,smallint,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Concepts,5,GlAccount_id,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Concepts,6,Priority,smallint,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Concepts,7,TimeStamp,timestamp,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Concepts,8,ProcessId,smallint,1,0,0,NULL,NULL,FK_Concepts_ConceptProcess,dbo,ConceptProcess,Id,NULL
dbo,Concepts,9,YdtDefinition_Id,smallint,1,0,0,NULL,NULL,FK_Concepts_YDTDEFINITIONS,dbo,YDTDEFINITIONS,Id,NULL
dbo,ConceptTypes,1,Id,smallint,0,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL
dbo,ConceptTypes,2,Code,nvarchar(3),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ConceptTypes,3,Description,nvarchar(20),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ConceptTypes,4,Operation,bit,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,ConceptTypes,5,TimeStamp,timestamp,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Configuration,1,Id,int,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Configuration,2,Name,varchar(60),0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Configuration,3,Description,varchar(60),0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,Configuration,4,Value,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,1,CI_COMPANY_ID,int,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,2,CI_CREDIT_LIMIT,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,3,CI_REPRINT_TICKET,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,4,CI_COSTING_DISPLAY,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,5,CI_COSTING_CHANGE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,6,CI_SO_TERMS_CHANGE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,7,CI_NON_STOCK_ITEM,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,8,CI_CREATE_ITEM,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,9,CI_HOLD_ORDER_ENTRY,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,10,CI_HOLD_CHANGE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,11,CI_SALESMAN_CHANGE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,12,CI_TRANSFER,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,13,CI_ORDER_CHANGE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,14,CI_ZERO_INVOICE_RELEASE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,15,CI_GROSS_PROFIT_LIMIT,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,16,CI_SMN_COMMISSION_CHANGE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,17,CI_STOCK_ADJUSTMENT,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,18,CI_SO_OTHER_CHARGE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,19,CI_AP_PO_UNIT_PRICE_CHANGE,varchar(8),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,20,CI_DIVISION_TYPE,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,21,CI_SERVICE_CHARGE,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,22,CI_SERVICE_CHARGE_AMOUNT,float,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,23,CI_SPECIAL_COSTING,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,24,CI_CENTRAL_GL_POSTING,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,25,CI_INSTALL_COMMENTS,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,26,CI_INSTALLER_COMMENTS_1,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,27,CI_INSTALLER_COMMENTS_2,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,28,CI_INSTALLER_COMMENTS_3,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,29,CI_USE_TAX_MESSAGE,varchar(50),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,30,CI_NEXT_ASN_BATCH,int,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,31,CI_AUTO_ASN_PROCESS,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,32,CI_PRINT_RUG_TAGS,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,33,CI_USE_ASN,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,34,CI_USE_EDI,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,35,CI_AP_PO_INTERFACE,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,36,CI_SUPPRESS_DISCOUNT,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,37,CI_NO_SO_LINK_CHANGES,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,38,CI_USE_INSTALL_CALENDAR,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,39,CI_PRINT_LUMP_SUM_PRICES,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,40,CI_BYPASS_PREPRINTED_FORM,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,41,CI_ZERO_INVOICE_FLAG,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,42,CI_AUTO_CONFIRM_MEASURE,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,43,CI_USE_STANDARD_COST,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,44,CI_UPDATE_STANDARD_COST,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,45,CI_ENTER_SO_SALESMAN,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,46,CI_CASH_DRAWER,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,47,CI_SO_ESTIMATOR,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,48,CI_BYPASS_NON_STOK_OPTION,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,49,CI_POS_INVENTORY_CHANGE,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,50,CI_POS_PRINT_PRICES_OPTION,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,51,CI_POS_PRINT_COMMENTS,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,52,CI_POS_COMMENT_1,text,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,53,CI_POS_COMMENT_2,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,54,CI_POS_COMMENT_3,varchar(60),1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,55,CI_PRINT_BAR_CODE,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,56,CI_POS_BUNDLE_PRINT,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dbo,CONTROL_INFORMATION,57,CI_ONLINE_TRANSFER,bit,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
